ward_id,ward_name,area_sq_km,centroid_lat,centroid_lon,data_source,snapshot_date,license
43,NANGLOI EAST,2.4413,28.675106,77.066517,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
44,QUAMMRUDDIN NAGAR,5.635,28.657105,77.066163,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
45,ROHINI SOUTH,2.1749,28.701708,77.107359,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
46,MANGOLPURI  EAST,0.8909,28.691288,77.09527,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
47,MANGOLPURI,0.8714,28.696525,77.091045,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
48,MANGOLPURI  WEST,1.4594,28.688859,77.083924,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
49,ROHINI NORTH,3.3666,28.73562,77.133799,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
5,BHALASWA JAHAGIR PUR,13.1083,28.769269,77.161555,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
50,ROHINI CENTRAL,3.0269,28.721441,77.123887,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
51,ROHINI EAST,2.2632,28.708414,77.128636,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
52,NAHARPUR,1.2096,28.710421,77.117796,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
53,PITAMPURA SOUTH,2.3828,28.701361,77.145773,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
54,PITAMPUR NORTH,2.4729,28.716662,77.144501,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
55,SHALIMAR BAGH NORTH,2.2265,28.717458,77.154862,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
56,SHALIMAR BAGH SOUTH,2.1455,28.707552,77.162594,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
57,PASCHIM VIHAR SOUTH,2.9605,28.665814,77.101039,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
58,PASCHIM VIHAR NORTH,2.1568,28.676954,77.105068,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
59,RANI BAGH,3.3318,28.682232,77.126685,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
6,MUKUND PUR,5.5411,28.746735,77.18797,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
60,SARASWATI VIHAR,3.9838,28.690554,77.112762,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
61,TRI NAGAR,0.9533,28.677574,77.161594,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
62,RAMPURA,2.5062,28.679215,77.147221,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
63,KOHAT ENCLAVE,2.0426,28.693461,77.136383,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
64,SHAKUR PUR,1.0179,28.690454,77.147668,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
65,NIMRI COLONY,1.2623,28.681883,77.172604,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
66,SAWAN PARK,2.3543,28.690822,77.18002,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
67,WAJIRPUR,1.9124,28.688023,77.161617,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
68,ASHOK VIHAR,2.0363,28.696995,77.166866,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
69,KAMLA NAGAR,2.4163,28.677956,77.194904,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
7,BURARI,17.3314,28.769474,77.20214,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
70,RANA PRATAP BAGH,1.372,28.68778,77.195067,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
71,SANGAM PARK,1.0556,28.698677,77.183793,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
72,MODEL TOWN,2.8131,28.701933,77.191341,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
73,SHASTRI NAGAR,1.4389,28.673473,77.180546,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
74,INDER LOK COLONY,2.4902,28.666255,77.17564,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
75,KISHAN GANJ,1.2244,28.666355,77.194731,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
76,DEPUTY GANJ,1.0732,28.66294,77.20808,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
77,KASHMERE GATE,3.4577,28.672396,77.228895,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
78,MAJNU KA TILA,3.6615,28.679118,77.219645,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
79,JAMA MASJID,0.7747,28.649591,77.236203,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
8,JHARODA,12.4987,28.740442,77.218766,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
80,CHANDNI CHOWK,2.614,28.657123,77.234455,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
81,MINTO ROAD,2.5277,28.636863,77.231947,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
82,KUCHA PANDIT,0.3389,28.647548,77.225885,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
83,BAZAR SITARAM,0.3573,28.646979,77.230982,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
84,TURKMAN GATE,0.239,28.64341,77.235315,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
85,IDGAH ROAD,0.7744,28.653422,77.217167,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
86,BALLIMARAN,0.5301,28.653266,77.225247,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
87,RAM NAGAR,0.4243,28.64926,77.215646,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
88,QASABPURA,0.7509,28.654322,77.20824,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
89,PAHAR GANJ,1.0373,28.642401,77.211932,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
9,MALKAGANJ,0.9918,28.673776,77.207297,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
90,MODEL BASTI,1.457,28.651673,77.202852,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
91,KAROL BAGH,2.2826,28.655115,77.192097,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
92,DEV NAGAR,0.7554,28.653197,77.180514,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
93,BALJIT NAGAR,0.388,28.65582,77.159655,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
94,WEST PATEL NAGAR,1.0595,28.658721,77.161944,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
95,EAST PATEL NAGAR,2.3765,28.651776,77.173329,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
96,NEW RANJIT NAGAR,0.8349,28.648185,77.161241,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
97,KIRTI NAGAR,3.3802,28.654834,77.141285,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
98,MANSAROWER GARDEN,1.6024,28.642391,77.132906,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
99,MOTI NAGAR,0.9657,28.670095,77.145846,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_1,DELHI CANTT CHARGE 1,1.2747,28.621415,77.1318,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_2,DELHI CANTT CHARGE 2,8.7602,28.610588,77.142895,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_3,DELHI CANTT CHARGE 3,5.0843,28.593396,77.146222,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_4,DELHI CANTT CHARGE 4,8.3822,28.563167,77.145557,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_5,DELHI CANTT CHARGE 5,3.4935,28.576558,77.13216,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_6,DELHI CANTT CHARGE 6,15.2477,28.570268,77.107509,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_7,DELHI CANTT CHARGE 7,3.8856,28.59516,77.110073,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
CANT_8,DELHI CANTT CHARGE 8,1.753,28.600386,77.125589,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_1,NDMC CHARGE 1,3.9427,28.62097,77.231976,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_2,NDMC CHARGE 2,1.8398,28.635958,77.212528,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_3,NDMC CHARGE 3,8.9824,28.619071,77.18899,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_4,NDMC CHARGE 4,4.376,28.620381,77.214119,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_5,NDMC CHARGE 5,7.9654,28.60197,77.220359,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_6,NDMC CHARGE 6,1.356,28.584645,77.21855,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_7,NDMC CHARGE 7,3.0264,28.570641,77.205433,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_8,NDMC CHARGE 8,1.0819,28.577015,77.195982,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
NDMC_9,NDMC CHARGE 9,11.0145,28.590084,77.189996,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
UNNUMBERED_001,Unnamed Boundary (UNNUMBERED_001),37.1126,28.645008,77.260774,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0
