ward_id,ward_name,area_sq_km,centroid_lat,centroid_lon,data_source,snapshot_date,license,population_estimate_2020,population_density_per_sq_km,population_score,population_density_score,exposure_score,population_raster_valid_pixels,population_year,population_source,population_license,population_method
108,KHYALA,1.4212,28.653619,77.103456,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,55523,39067.69,28.2,64.71,50.11,142,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
109,JANAK PURI NORTH,2.9359,28.628713,77.096527,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,102812,35018.9,59.83,56.96,58.11,290,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
11,MUKHERJEE NAGAR,2.5839,28.712974,77.216612,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,68958,26687.57,37.18,41.01,39.48,258,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
110,NANGAL RAYA,2.4054,28.615843,77.110385,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,64207,26692.86,34.01,41.02,38.22,242,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
111,HARI NAGAR,2.3719,28.628226,77.120529,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,64851,27341.37,34.44,42.26,39.13,239,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
112,SUBHASH NAGAR,1.3968,28.635474,77.11531,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,43922,31444.73,20.44,50.11,38.24,135,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
113,MAHAVIR NAGAR,1.2847,28.632986,77.076724,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,46655,36315.87,22.27,59.44,44.57,124,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
114,TILAK NAGAR,1.5313,28.638476,77.095906,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,62601,40880.95,32.93,68.18,54.08,155,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
115,MAJOR BHUPINDAR SINGH NAGAR,0.9766,28.652779,77.09274,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,34374,35197.62,14.05,57.3,40.0,101,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
116,VIKASPURI EAST,2.6514,28.647232,77.081792,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,80114,30215.74,44.65,47.76,46.52,260,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
117,JANAK PURI WEST,2.2762,28.622755,77.079597,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,73642,32353.04,40.32,51.85,47.24,227,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
118,JANAK PURI SOUTH,2.1701,28.616779,77.09694,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,62974,29018.94,33.18,45.47,40.55,218,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
119,MILAP NAGAR,1.4896,28.61953,77.062519,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,45204,30346.4,21.3,48.01,37.33,152,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
12,G.T.B. NAGAR,2.7138,28.700537,77.204299,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,79466,29282.19,44.21,45.97,45.27,272,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
120,SITA PURI,0.7801,28.611065,77.078537,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,18665,23926.42,3.54,35.72,22.85,81,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
121,KUNWAR SINGH NAGAR,6.5228,28.645374,77.043466,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,155525,23843.29,95.09,35.56,59.37,655,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
122,HASTSAL,9.8422,28.644968,77.023777,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,165865,16852.43,100.0,22.18,53.31,985,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
123,VIKAS PURI,1.74,28.627403,77.058737,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,53747,30889.08,27.01,49.05,40.23,174,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
124,VIKAS NAGAR,2.3801,28.638703,77.069042,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,73547,30900.8,40.25,49.07,45.54,242,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
125,MOHAN GARDEN,1.776,28.626293,77.030364,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,45325,25520.83,21.38,38.77,31.81,178,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
126,NAWADA,0.8584,28.622554,77.042013,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,29570,34447.81,10.84,55.86,37.85,87,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
127,UTTAM NAGAR,0.8122,28.617419,77.04356,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,23410,28822.95,6.72,45.09,29.74,82,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
128,BINDAPUR,1.9478,28.613397,77.066676,https://bharatlas.com/view/wards_delhi,2026-05-26,CC-BY-SA-4.0,39724,20394.29,17.63,28.96,24.43,192,2020,https://hub.worldpop.org/geodata/summary?id=41746,CC-BY-4.0,WorldPop 1km density reprojected to 100m; density integrated over ward area
